2024-02-05 11:25:22,118 INFO     Made reqs!
2024-02-05 11:25:22,735 INFO     Browser listening on: ws://127.0.0.1:50844/devtools/browser/f40cf1a6-9413-4362-8119-9e0e9f9d7d9d
2024-02-05 11:25:26,908 INFO     Browser listening on: ws://127.0.0.1:50852/devtools/browser/1cc1e352-eff2-4e36-810e-6129ae685562
2024-02-05 11:25:28,652 INFO     Browser listening on: ws://127.0.0.1:50870/devtools/browser/4050e67e-8a20-44c2-8580-3141ef5785cd
2024-02-05 11:25:30,385 INFO     Browser listening on: ws://127.0.0.1:50884/devtools/browser/02b3ac4a-98a0-41f8-91d1-ae2e2c94abab
2024-02-05 11:25:32,163 INFO     Browser listening on: ws://127.0.0.1:50931/devtools/browser/b5807f30-db7d-4096-ad85-76158074e383
2024-02-05 11:25:33,853 INFO     Browser listening on: ws://127.0.0.1:50960/devtools/browser/107768c7-89f2-4d8b-865e-d583b9cc3df0
2024-02-05 11:25:35,533 INFO     Browser listening on: ws://127.0.0.1:50976/devtools/browser/eff0f085-05dc-42db-923b-0285def0764c
2024-02-05 11:25:37,290 INFO     Browser listening on: ws://127.0.0.1:50990/devtools/browser/49ae875f-ac6a-44b7-8f6e-f481ef492eae
2024-02-05 11:25:39,152 INFO     Browser listening on: ws://127.0.0.1:51004/devtools/browser/260283ea-6d17-402a-b137-8ec3d89dd9c4
2024-02-05 11:25:40,945 INFO     Browser listening on: ws://127.0.0.1:51019/devtools/browser/f0cb3d6a-4520-42fd-8d04-7806fff1f5f5
2024-02-05 11:25:42,105 INFO     Made soups!
2024-02-05 11:25:42,164 INFO     Got threads! 97 in total, 97 unique!
2024-02-05 11:25:42,164 INFO     Scraping thread number 0...
2024-02-05 11:25:43,088 INFO     Browser listening on: ws://127.0.0.1:51036/devtools/browser/989cda65-37d6-4ae3-9b8a-e98ff15b69e0
2024-02-05 11:25:47,652 INFO     Scraping thread number 1...
2024-02-05 11:25:48,553 INFO     Browser listening on: ws://127.0.0.1:51051/devtools/browser/7ea40690-62d3-45cf-9ed6-376a71b513e9
2024-02-05 11:25:49,874 INFO     Scraping thread number 2...
2024-02-05 11:25:50,612 INFO     Browser listening on: ws://127.0.0.1:51068/devtools/browser/02ff8541-6836-4334-b849-7eac5d19c186
2024-02-05 11:25:51,778 INFO     Scraping thread number 3...
2024-02-05 11:25:52,527 INFO     Browser listening on: ws://127.0.0.1:51087/devtools/browser/a64a2878-02a7-4e75-8385-9da9b6012d14
2024-02-05 11:25:53,894 INFO     Scraping thread number 4...
2024-02-05 11:25:54,688 INFO     Browser listening on: ws://127.0.0.1:51103/devtools/browser/a845ff0f-b0a1-4bff-94ee-921e636f76e1
2024-02-05 11:25:56,624 INFO     Scraping thread number 5...
2024-02-05 11:25:57,361 INFO     Browser listening on: ws://127.0.0.1:51119/devtools/browser/61bdaac0-cb06-4081-85f5-dcc27d6e763a
2024-02-05 11:25:58,814 INFO     Scraping thread number 6...
2024-02-05 11:25:59,570 INFO     Browser listening on: ws://127.0.0.1:51134/devtools/browser/24e0aef2-400c-4c85-a51f-476befe7ddc6
2024-02-05 11:26:00,804 INFO     Scraping thread number 7...
2024-02-05 11:26:01,531 INFO     Browser listening on: ws://127.0.0.1:51150/devtools/browser/6cebc9be-7a7a-42cc-b5cf-4ccef330d41e
2024-02-05 11:26:02,607 INFO     Scraping thread number 8...
2024-02-05 11:26:03,367 INFO     Browser listening on: ws://127.0.0.1:51166/devtools/browser/ff71a119-c69d-49b1-bf91-20e15db261cc
2024-02-05 11:26:07,219 INFO     Scraping thread number 9...
2024-02-05 11:26:16,653 INFO     Browser listening on: ws://127.0.0.1:51185/devtools/browser/30b83cbe-56d8-49fb-b1f7-9f03b2f6fe50
2024-02-05 11:26:23,574 INFO     Scraping thread number 10...
2024-02-05 11:26:24,539 INFO     Browser listening on: ws://127.0.0.1:51212/devtools/browser/a4b480d8-31e9-4e3d-8432-e87a62e8150b
2024-02-05 11:26:35,077 INFO     terminate chrome process...
2024-02-05 11:26:35,264 INFO     terminate chrome process...
2024-02-05 11:26:35,318 INFO     terminate chrome process...
2024-02-05 11:26:35,388 INFO     terminate chrome process...
2024-02-05 11:26:35,452 INFO     terminate chrome process...
2024-02-05 11:26:35,631 INFO     terminate chrome process...
2024-02-05 11:26:35,685 INFO     terminate chrome process...
2024-02-05 11:26:35,757 INFO     terminate chrome process...
2024-02-05 11:26:35,954 INFO     terminate chrome process...
2024-02-05 11:26:36,690 INFO     terminate chrome process...
2024-02-05 11:26:36,993 INFO     terminate chrome process...
2024-02-05 11:26:37,170 INFO     terminate chrome process...
2024-02-05 11:26:37,232 INFO     terminate chrome process...
2024-02-05 11:26:37,393 INFO     terminate chrome process...
2024-02-05 11:26:37,429 INFO     terminate chrome process...
2024-02-05 11:26:37,524 INFO     terminate chrome process...
2024-02-05 11:26:37,563 INFO     terminate chrome process...
2024-02-05 11:26:37,600 INFO     terminate chrome process...
2024-02-05 11:26:37,648 INFO     terminate chrome process...
2024-02-05 11:26:37,808 INFO     terminate chrome process...
2024-02-05 11:26:37,853 INFO     terminate chrome process...
